"MostUsed" "SentCount" "SentLen" "WordCount" "WordLen" "," "." ":" "CC" "CD" "DT" "EX" "IN" "JJ" "JJS" "MD" "NN" "NNP" "NNS" "POS" "PRP" "PRP$" "RB" "RP" "TO" "UH" "VB" "VBD" "VBG" "VBN" "VBP" "VBZ" "WDT" "WP" "WRB" "Adjectives" "''" "JJR" "PDT" "RBR" "RBS" "-LRB-" "-RRB-" "``" "FW" "NNPS" "WP$" "#"
"363" "laugh" 26 132.461538461538 702 4.07977207977208 33 26 0 33 11 52 3 74 44 0 10 78 6 24 1 69 18 41 3 26 0 33 11 19 19 26 32 1 1 6 45 0 1 0 0 0 0 0 1 0 0 0 0
"364" "laugh" 33 45.4848484848485 362 3.45580110497238 6 36 0 7 6 32 0 24 23 1 1 33 5 8 1 38 5 32 4 9 0 10 36 17 1 5 4 0 4 9 24 0 0 0 2 1 0 0 2 0 0 0 0
"365" "joke" 41 110.585365853659 906 4.16114790286976 13 42 0 35 7 78 1 111 47 3 11 121 11 34 6 81 30 51 5 31 0 36 75 21 18 12 5 5 5 5 53 0 3 1 1 0 0 0 0 0 1 0 0
"366" "bus" 63 69.7936507936508 970 3.78041237113402 34 67 2 32 7 62 0 107 34 1 6 102 14 33 1 124 21 58 9 22 0 41 105 38 7 14 0 4 6 5 37 7 2 1 2 0 0 0 2 0 0 0 0
"367" "hous" 39 111.820512820513 928 3.87284482758621 33 39 0 46 3 69 2 101 57 1 13 105 11 35 1 102 28 49 4 27 0 42 96 16 13 8 7 1 2 13 58 0 0 0 1 1 1 1 0 0 0 0 0
"368" "day" 21 106.428571428571 473 3.92389006342495 30 21 0 17 0 44 0 60 24 0 3 66 3 19 0 45 19 27 1 16 0 16 28 7 9 9 3 1 0 4 25 0 1 0 0 0 0 0 0 0 0 0 0
"369" "laughter" 43 85.8139534883721 800 3.81375 21 44 0 38 2 60 1 68 44 0 7 86 6 26 0 106 7 76 6 16 0 24 82 19 16 13 14 1 3 9 46 0 2 2 1 0 0 0 0 0 0 0 0
"370" "river" 67 63.0746268656716 1000 3.52 48 73 0 37 5 81 2 83 25 4 6 112 19 18 4 108 19 63 9 33 4 37 62 33 9 41 21 3 1 4 29 20 0 0 1 0 0 0 12 3 0 0 0
"371" "class" 22 115.818181818182 565 3.64955752212389 3 22 0 30 3 53 0 59 28 4 5 53 2 17 0 75 15 48 4 17 0 28 45 7 4 21 8 0 3 6 35 0 3 0 2 0 0 0 0 0 0 0 0
"372" "brother" 12 105.666666666667 285 3.6140350877193 1 12 0 17 5 28 0 37 11 1 5 39 0 7 0 18 11 20 2 7 1 13 9 13 3 4 10 1 3 2 13 2 1 0 0 0 0 0 1 1 0 0 0
"373" "laughter" 37 71.4864864864865 585 3.78803418803419 24 39 0 14 1 50 6 56 41 4 24 71 5 18 0 42 15 37 2 15 0 39 4 10 4 14 22 3 5 6 46 4 1 2 2 2 0 0 3 0 0 0 0
"374" "day" 22 47.8636363636364 254 3.47244094488189 14 22 0 9 1 20 0 17 12 2 4 27 4 8 0 19 10 17 3 6 0 16 18 8 1 3 5 0 0 3 15 0 1 0 0 0 0 0 0 4 0 0 0
"375" "laugh" 41 89.9024390243902 751 4.10386151797603 12 45 0 34 6 82 0 92 26 4 5 85 14 35 1 64 10 35 6 23 0 28 76 20 16 3 3 3 1 9 31 5 1 1 4 1 0 0 1 0 0 0 0
"376" "comput" 39 84.5128205128205 709 3.87447108603667 27 43 0 33 11 50 0 59 26 2 4 88 18 12 4 90 11 41 5 28 3 29 71 13 11 10 5 1 0 6 29 4 1 0 0 0 1 1 1 0 0 0 0
"377" "class" 32 68.03125 492 3.6869918699187 19 35 0 25 6 37 0 40 37 2 6 37 14 22 0 59 6 32 2 15 0 13 21 6 7 28 11 1 1 4 39 2 0 0 4 0 0 0 0 0 0 0 0
"378" "time" 49 69.7142857142857 780 3.59871794871795 12 50 0 41 2 54 1 68 41 2 14 96 11 18 0 87 16 65 1 22 2 49 11 9 11 34 37 1 7 7 48 0 5 0 2 0 0 0 0 4 0 0 0
"379" "costum" 42 90.8809523809524 818 3.89486552567237 19 46 2 32 4 79 0 86 42 1 10 101 4 25 0 93 14 34 4 22 0 29 72 29 8 16 8 4 2 5 46 13 3 0 4 1 0 0 6 0 0 0 0
"380" "grandpa" 51 85.4117647058823 944 3.82309322033898 26 52 2 41 6 83 0 99 47 4 15 128 8 27 3 80 51 46 6 19 0 36 96 22 5 8 6 5 4 6 53 2 2 2 1 2 0 0 4 0 0 0 0
"381" "day" 8 402 667 3.88455772113943 8 9 0 40 3 48 6 74 33 5 11 95 0 14 0 74 12 59 2 20 0 30 46 18 9 17 17 2 8 4 38 1 0 0 0 0 0 0 0 2 0 0 0
"382" "laugh" 34 90.4411764705882 687 3.66521106259098 23 34 0 25 7 47 0 68 30 7 19 72 6 27 0 67 25 43 7 32 0 45 21 21 8 12 16 3 1 15 40 1 3 0 1 1 0 0 0 0 0 0 0
"383" "ride" 42 83.4285714285714 721 4.06102635228849 8 47 0 4 7 88 7 89 31 1 1 116 7 30 0 51 10 38 5 26 0 17 78 15 15 5 2 5 2 4 36 4 4 2 0 0 0 0 2 0 0 0 0
"384" "kid" 7 494.714285714286 710 3.92676056338028 6 8 0 49 3 77 0 91 35 0 4 82 6 44 3 61 28 44 10 13 0 16 76 22 14 5 3 2 4 3 35 0 0 1 0 0 0 0 0 0 0 0 0
"385" "laugh" 43 59.6511627906977 602 3.49335548172757 0 43 0 21 1 52 0 57 17 5 4 79 9 15 3 76 22 42 3 20 0 33 66 12 3 13 2 0 2 2 22 0 0 0 0 0 0 0 0 0 0 0 0
"386" "couldnt" 42 69 669 3.59940209267564 36 42 1 28 3 45 1 58 25 3 17 57 17 14 0 91 11 40 4 19 0 38 77 17 8 1 1 0 2 3 30 2 2 3 1 0 1 1 0 0 0 0 0
"387" "laughter" 34 125.235294117647 922 3.77114967462039 23 35 8 42 8 82 1 110 58 3 3 134 5 45 3 79 28 33 2 30 0 28 75 21 12 20 13 6 2 6 62 0 1 1 0 0 2 2 0 1 0 0 0
"388" "time" 27 107.62962962963 631 3.79556259904913 27 29 0 18 5 44 2 69 31 1 13 70 12 13 2 77 17 44 4 13 1 27 69 18 6 3 3 2 2 7 33 1 1 0 0 0 0 0 0 0 0 0 0
"389" "brother" 52 67.9423076923077 808 3.59777227722772 22 52 0 32 0 65 0 66 38 2 6 129 10 18 0 83 38 42 2 25 0 26 81 16 11 13 11 0 2 12 41 1 1 2 0 0 0 0 2 0 0 0 0
"390" "laughter" 32 113.0625 798 3.70802005012531 24 33 13 19 5 65 3 85 34 6 15 97 4 27 0 83 19 48 5 29 0 52 60 16 14 11 8 0 7 6 41 3 1 2 0 2 0 0 1 1 0 0 0
"391" "didnt" 54 84.8148148148148 1011 3.79723046488625 63 56 7 43 12 87 1 103 55 3 8 115 24 29 2 95 15 53 5 20 0 31 82 22 22 12 15 1 6 6 59 7 1 0 2 2 1 1 4 0 0 0 0
"392" "laugh" 31 99.5806451612903 649 3.97534668721109 38 31 2 31 4 54 0 56 66 3 5 73 8 18 1 39 8 43 4 32 0 39 9 21 8 10 35 1 3 4 70 1 1 0 0 0 0 0 1 0 0 0 0
"393" "happi" 52 71.8653846153846 798 3.93609022556391 35 52 0 31 1 56 3 75 66 1 8 102 11 24 3 44 18 56 2 25 0 33 52 23 18 8 19 2 3 5 75 0 8 0 12 1 0 1 0 0 0 0 0
"394" "school" 20 97.35 408 3.96813725490196 9 21 0 11 7 37 0 58 18 5 5 44 5 16 0 41 1 23 1 10 0 14 39 7 6 7 3 0 5 5 26 1 3 0 0 1 2 2 1 0 0 0 0
"395" "laugh" 13 83.1538461538462 229 3.83406113537118 6 13 0 13 2 19 2 24 13 1 4 20 6 6 0 27 8 17 2 1 0 10 11 10 1 6 5 0 1 0 14 0 0 0 0 0 0 0 1 0 0 0 0
"396" "car" 19 212.263157894737 883 3.65571913929785 4 25 0 48 3 75 1 77 38 1 12 124 1 16 0 118 34 46 2 32 0 40 95 39 16 12 6 0 5 4 41 1 2 0 4 0 0 0 2 0 0 0 0
"397" "laughter" 36 92.3888888888889 768 3.55729166666667 44 36 3 33 7 54 0 71 36 3 11 77 7 28 1 81 37 54 2 21 0 38 50 11 13 14 19 1 0 5 41 2 2 0 0 1 1 1 3 1 0 0 0
"398" "day" 48 87.8125 941 3.67800212539851 38 48 0 41 5 64 2 106 54 4 12 122 14 17 0 106 44 41 8 25 0 38 100 20 12 4 1 2 0 5 58 4 0 0 0 1 1 1 1 0 0 0 0
"399" "fish" 53 81.2830188679245 924 3.86038961038961 9 53 0 33 11 90 3 107 41 3 8 165 4 16 1 92 5 52 12 28 0 34 83 23 11 13 8 2 2 4 44 5 0 1 3 0 0 0 2 0 0 0 0
"400" "find" 34 83.5294117647059 624 3.75801282051282 11 35 0 23 5 60 1 66 28 0 9 76 7 15 6 71 17 43 3 19 1 26 57 10 11 9 4 2 0 6 29 0 1 0 1 0 0 0 0 0 1 0 0
"401" "mom" 27 131.296296296296 745 3.87651006711409 4 27 0 35 14 58 2 86 47 3 6 111 1 34 0 63 35 32 3 19 0 22 67 19 19 3 8 2 2 16 52 0 2 0 4 1 0 0 0 0 0 0 0
"402" "laugh" 26 97.3846153846154 570 3.58947368421053 1 27 0 44 2 47 0 59 27 3 2 60 0 20 2 63 15 45 3 17 0 30 38 18 3 21 9 2 3 7 31 0 1 1 0 0 0 0 0 0 0 0 0
"403" "laugh" 17 109 391 3.90537084398977 15 17 0 11 3 25 1 49 26 1 7 42 2 17 0 35 12 24 4 8 0 23 20 14 5 5 7 5 5 8 27 0 0 0 0 0 0 0 0 0 0 0 0
"404" "laugh" 39 91.8974358974359 757 3.91017173051519 5 39 2 37 2 36 0 97 55 1 10 87 6 32 2 80 23 63 1 19 0 39 37 29 5 15 26 2 3 1 57 0 1 1 1 0 0 0 0 0 0 0 0
"405" "start" 10 155.1 339 3.68731563421829 7 11 0 19 3 17 0 35 13 0 2 23 0 15 0 55 13 21 4 18 0 23 36 9 4 6 2 0 1 1 14 0 1 0 0 0 0 0 0 0 0 0 0
"406" "smile" 46 94.5869565217391 949 3.79030558482613 37 47 1 29 8 74 1 118 47 1 7 107 6 24 2 106 32 72 3 35 0 44 78 33 11 8 4 4 4 4 48 2 0 0 0 0 0 0 0 0 0 0 0
"407" "water" 77 55.5844155844156 981 3.6697247706422 55 79 0 38 12 73 2 80 44 2 6 110 19 34 4 104 24 51 13 26 1 30 102 19 11 12 3 3 6 5 49 4 3 1 3 0 0 0 2 0 0 0 0
"408" "time" 21 161.47619047619 733 3.73533424283765 3 23 0 35 3 54 0 74 47 1 4 102 0 20 3 75 21 62 11 23 4 38 49 26 8 15 8 1 9 7 48 0 0 3 1 0 0 0 0 3 0 0 0
"409" "laugh" 21 107.428571428571 485 3.82474226804124 15 22 0 20 6 37 2 41 17 1 6 47 15 8 2 62 5 38 4 17 1 25 51 17 4 4 4 2 3 8 18 0 0 1 0 0 0 0 0 0 0 0 0
"410" "good" 10 124.7 257 4 1 10 0 11 0 22 0 30 16 3 10 29 0 10 0 25 4 19 0 4 0 19 0 4 2 14 13 1 4 2 21 0 2 1 0 0 0 0 0 1 0 0 0
"411" "start" 39 65.1538461538462 554 3.84476534296029 13 40 0 16 1 38 2 51 24 1 11 65 3 12 0 75 6 39 3 15 1 34 46 19 4 9 6 2 3 7 27 2 2 0 1 0 0 0 3 0 0 0 0
"412" "laugh" 36 83.25 658 3.76139817629179 16 36 1 20 10 66 5 80 27 2 8 78 7 19 1 57 12 42 5 16 0 29 31 13 7 14 29 8 4 5 32 1 3 1 0 3 0 0 2 0 0 0 0
"413" "laughter" 39 118.846153846154 966 4.00207039337474 64 40 1 28 4 76 2 112 54 2 8 122 11 32 2 65 23 85 2 30 1 38 63 20 22 8 17 8 4 4 59 5 3 0 3 1 1 1 3 0 1 0 0
"414" "laugh" 42 77.6190476190476 721 3.77392510402219 29 44 0 26 2 35 2 54 50 3 6 66 11 23 2 99 17 60 6 19 2 28 43 10 6 36 19 3 1 9 53 5 0 0 0 0 1 1 3 0 0 0 0
"415" "laugh" 44 75.7727272727273 712 3.91432584269663 21 44 1 31 11 71 0 67 31 4 6 93 12 18 2 59 14 49 5 25 0 26 68 23 4 3 6 1 3 4 37 3 2 1 0 1 1 1 1 0 0 0 0
"416" "grandma" 47 73.0851063829787 736 3.88994565217391 13 49 0 34 16 53 3 67 36 3 4 84 13 16 4 80 17 53 8 18 0 24 73 19 5 16 7 0 2 17 39 0 0 0 2 0 0 0 0 0 0 0 0
"417" "day" 52 68.7307692307692 803 3.71357409713574 33 53 2 20 4 62 0 80 36 3 6 77 13 23 1 94 19 71 3 16 0 37 62 11 19 25 15 3 8 3 39 0 0 2 1 0 0 0 1 0 0 0 0
"418" "sister" 4 571.25 486 3.73868312757202 6 4 0 24 1 52 0 58 26 0 0 73 7 10 0 48 25 20 9 15 0 13 63 9 10 4 0 0 2 2 26 2 0 0 1 0 0 0 1 1 0 0 0
"419" "water" 32 86.3125 637 3.52590266875981 19 32 0 26 10 47 1 71 24 0 10 79 6 14 1 72 24 34 9 20 0 38 46 21 3 9 7 2 1 3 25 0 1 0 7 0 0 0 0 0 0 0 0
"420" "laugh" 40 112.9 947 3.96092925026399 46 42 1 38 12 69 0 87 51 2 10 109 8 36 1 97 32 75 9 15 0 30 67 27 9 24 15 1 9 18 54 2 1 1 2 0 0 0 1 0 0 0 0
"421" "dad" 26 107.884615384615 618 3.68770226537217 6 26 0 34 5 68 0 64 29 5 4 123 5 20 3 43 17 35 6 13 0 14 48 11 7 4 12 4 1 7 35 1 1 1 0 0 0 0 0 0 1 0 0
"422" "life" 1 996 215 3.67906976744186 2 1 0 17 0 15 1 15 12 0 1 25 1 7 0 27 3 22 0 7 0 13 26 3 2 4 3 1 2 3 13 0 1 0 0 0 0 0 0 1 0 0 0
"423" "dad" 32 84.9375 639 3.47104851330203 32 32 0 21 6 35 0 62 30 3 4 57 4 22 0 80 23 57 1 13 0 22 76 15 21 7 3 0 2 9 35 0 2 0 0 0 0 0 0 0 0 0 0
"424" "bang" 12 121.916666666667 322 3.69565217391304 6 16 1 19 5 23 1 31 15 1 3 41 0 9 0 36 8 23 5 4 0 7 34 13 5 2 2 1 3 5 16 1 0 1 0 0 0 0 1 0 0 0 0
"425" "laughter" 45 99.2222222222222 937 3.95410885805763 26 45 0 42 9 73 2 95 57 3 13 125 6 28 2 80 17 67 4 29 0 48 41 26 14 24 33 3 7 12 60 1 0 0 1 3 0 0 1 0 0 0 0
"426" "burrito" 33 94.7878787878788 663 3.91553544494721 27 33 0 31 13 60 0 73 35 4 5 85 8 17 0 52 9 49 1 19 1 31 60 17 4 9 3 5 1 4 41 0 2 0 1 0 0 0 2 2 0 0 0
"427" "car" 48 83.4791666666667 920 3.61521739130435 38 49 0 38 13 65 3 102 48 3 10 106 19 20 30 77 14 54 8 19 0 50 28 25 20 42 16 4 0 4 52 8 1 0 0 0 0 0 6 0 0 0 0
"428" "start" 36 55.5277777777778 467 3.56531049250535 18 35 0 15 2 33 1 42 23 0 6 43 5 13 1 48 7 33 3 16 0 24 34 31 4 6 17 0 1 3 23 3 0 0 0 0 0 0 0 0 0 0 0
"429" "class" 25 78.92 432 3.78935185185185 19 25 0 15 7 42 2 46 22 0 8 59 0 19 0 36 11 20 2 11 0 22 27 6 9 9 4 3 4 2 23 0 1 0 1 0 0 0 0 0 0 0 0
"430" "laugh" 41 106.609756097561 897 4.05797101449275 41 41 0 33 9 87 2 111 46 11 19 102 4 63 2 66 20 52 13 12 0 33 29 25 19 25 11 4 6 8 58 0 1 1 1 0 0 0 0 0 0 0 0
"431" "laugh" 45 87.9555555555555 859 3.81955762514552 22 46 1 44 3 62 3 70 37 6 22 87 4 42 0 87 14 61 6 25 0 69 3 25 10 41 37 9 3 12 44 1 1 4 1 0 0 0 1 0 0 0 0
"432" "laugh" 16 111.5625 380 3.87631578947368 4 20 0 12 1 29 3 35 27 2 9 47 2 15 2 31 12 21 1 11 0 22 21 6 1 11 16 4 3 6 30 0 1 0 2 0 0 0 0 3 0 0 0
"433" "laugh" 34 81.5588235294118 603 3.77777777777778 7 35 0 28 6 47 4 54 34 1 9 88 3 15 1 61 15 46 5 10 0 30 26 10 5 22 23 3 3 1 41 1 6 0 1 2 0 0 1 0 0 0 0
"434" "concert" 19 105.947368421053 434 3.82027649769585 11 21 1 19 1 40 1 37 24 2 4 64 6 13 0 24 7 40 2 9 2 24 40 8 10 4 7 2 5 2 27 1 1 0 2 0 0 0 0 0 0 0 0
"435" "laugh" 19 182.526315789474 744 3.77150537634409 7 20 0 24 4 67 1 95 35 5 13 83 2 26 1 70 25 71 4 32 0 44 35 12 5 16 20 6 5 3 41 4 1 0 0 3 0 0 5 0 0 0 0
"436" "talk" 16 103.1875 354 3.81638418079096 4 16 0 18 3 26 0 42 18 0 7 37 2 5 0 50 8 26 2 8 0 19 16 9 2 12 11 1 3 4 20 0 2 1 1 1 0 0 0 0 0 0 0
"437" "sister" 33 125.242424242424 895 3.75083798882682 10 33 3 33 13 73 0 120 45 0 7 122 2 22 2 104 44 31 6 33 1 30 86 24 16 10 5 0 8 4 47 0 2 0 2 2 1 1 0 0 0 0 0
"438" "laugh" 45 93 917 3.73827699018539 11 44 0 50 4 59 1 88 36 4 11 106 12 36 1 100 38 79 4 31 0 50 81 29 2 14 6 2 4 11 40 0 0 1 1 1 0 0 0 0 0 0 0
"439" "back" 43 72.5813953488372 737 3.49796472184532 35 49 0 25 11 54 0 75 22 1 5 80 7 6 3 94 16 30 10 30 0 34 81 19 3 11 6 1 3 8 24 12 1 0 1 0 0 0 4 0 0 0 0
"440" "store" 74 48.8513513513514 777 4.06821106821107 15 94 2 9 43 64 2 62 46 0 4 74 22 22 4 52 9 21 3 14 4 26 76 9 11 12 7 2 3 2 46 33 0 1 2 0 0 0 26 1 0 0 0
"441" "dad" 19 78.4736842105263 321 3.89096573208723 13 20 1 6 0 30 1 26 13 1 1 36 0 10 0 28 11 39 0 11 0 12 19 14 3 7 6 2 1 3 14 1 0 1 0 2 0 0 0 3 0 0 0
"442" "laugh" 11 135.909090909091 325 3.74769230769231 11 11 0 18 2 21 0 32 10 0 6 44 8 11 0 29 14 21 3 13 0 16 26 9 3 4 4 0 1 6 10 0 0 2 0 0 0 0 0 0 0 0 0
"443" "kid" 33 89.4545454545455 668 3.60179640718563 9 34 0 27 3 52 0 74 27 1 11 65 6 25 1 73 19 45 3 24 1 39 65 19 14 8 6 2 7 1 31 2 3 1 0 0 0 0 1 0 0 0 0
"444" "time" 34 55.2352941176471 411 3.84671532846715 5 37 2 13 2 34 0 38 29 0 3 46 9 9 3 52 8 15 3 10 0 12 30 13 6 10 14 0 0 6 31 0 2 0 0 0 0 0 0 0 0 0 0
"445" "social" 19 125.263157894737 465 4.28817204301075 16 19 3 11 1 44 1 62 40 0 6 68 2 20 1 29 12 24 3 15 0 23 25 16 6 3 4 0 3 2 45 0 5 0 0 0 0 0 1 0 0 0 0
"446" "grandpa" 14 119.857142857143 352 3.91477272727273 5 14 0 19 2 31 1 33 16 1 3 52 8 5 1 28 12 26 3 9 0 15 22 13 4 4 11 4 3 5 17 1 0 0 0 0 0 0 1 0 0 0 0
"447" "laugh" 36 119.361111111111 938 3.75266524520256 46 37 0 52 3 80 1 94 50 3 15 102 10 20 3 103 17 57 3 33 0 54 74 26 9 19 7 3 5 5 55 1 2 0 4 0 0 0 0 0 0 0 0
"448" "talk" 17 152.058823529412 559 3.76923076923077 23 17 0 22 1 46 2 55 28 4 9 59 1 12 0 63 10 51 3 20 0 35 44 14 7 13 4 1 2 6 34 0 2 0 3 1 0 0 0 1 0 0 0
"449" "laugh" 33 73.9090909090909 524 3.91603053435115 27 33 0 19 2 39 1 43 34 4 9 49 5 24 0 43 8 35 0 16 0 34 22 20 7 17 12 2 0 8 43 2 5 1 3 0 0 0 0 0 0 0 0
"450" "friend" 72 62.1666666666667 1032 3.65988372093023 69 83 0 44 13 77 2 85 41 2 6 120 15 36 4 105 36 42 5 19 5 36 41 20 12 42 23 2 1 8 46 21 3 0 2 0 0 0 11 0 1 0 0
"451" "school" 43 88.2093023255814 810 3.91234567901235 32 45 1 30 0 61 0 89 67 0 6 104 1 23 1 82 4 40 6 31 1 38 74 24 4 7 9 3 3 11 67 8 0 0 0 2 0 0 3 0 0 0 0
"452" "day" 18 198.166666666667 776 3.68427835051546 5 20 0 36 8 75 4 100 40 3 21 89 10 28 0 92 17 54 4 16 0 42 35 16 0 24 13 3 4 10 43 0 0 5 0 1 0 0 1 0 0 0 0
"453" "laugh" 24 64.8333333333333 365 3.56438356164384 31 24 0 12 2 29 0 31 9 0 3 39 14 5 1 47 6 21 1 9 0 12 40 7 8 5 2 0 1 3 9 1 0 1 0 0 0 0 1 0 0 0 0
"454" "laughter" 34 126.441176470588 882 3.99433106575964 19 34 0 23 1 59 1 90 52 2 29 132 8 29 1 84 40 77 0 13 1 48 41 12 11 26 18 0 5 19 56 2 2 2 1 0 0 0 0 0 0 0 0
"455" "brother" 29 82 521 3.81190019193858 26 30 1 12 1 36 0 43 30 2 16 47 6 10 1 69 1 44 2 18 4 34 35 13 8 12 4 0 3 7 33 3 1 0 1 0 0 0 1 0 0 0 0
"456" "laugh" 42 73.7142857142857 676 3.81065088757396 26 41 2 22 5 58 0 66 42 2 4 85 10 19 2 75 18 42 0 20 0 24 59 10 7 14 7 5 5 4 44 0 0 1 1 0 0 0 0 0 0 0 0
"457" "friend" 58 59.7413793103448 797 3.59473023839398 4 58 0 20 7 52 1 80 36 3 9 75 5 20 0 102 28 68 3 28 0 40 87 16 18 6 6 4 3 10 44 1 5 0 2 0 0 0 0 0 0 0 0
"458" "laugh" 46 83.4130434782609 890 3.51348314606742 31 47 0 29 3 46 0 90 66 1 50 78 5 13 0 132 13 58 9 31 0 90 23 31 4 7 20 5 0 8 67 0 0 0 0 0 0 0 0 0 0 0 0
"459" "make" 55 72.3090909090909 900 3.66222222222222 25 57 2 38 6 55 0 75 38 7 13 82 7 17 0 139 13 77 1 25 1 56 66 14 15 28 18 1 0 14 46 1 1 1 2 2 0 0 3 0 0 0 0
"460" "back" 38 103.736842105263 799 4.15894868585732 49 41 1 23 4 74 1 69 44 2 7 93 18 26 0 67 15 62 2 29 0 34 71 23 13 4 6 3 3 4 47 6 1 0 2 0 0 0 1 1 0 0 0
"461" "class" 49 83.1224489795918 889 3.80314960629921 32 49 2 21 7 86 0 97 42 3 12 139 11 15 0 90 18 58 2 26 0 40 73 28 10 6 8 4 6 2 45 2 0 0 0 0 0 0 0 0 0 0 0
"462" "laughter" 33 88.6666666666667 607 4.01976935749588 10 33 0 27 6 44 1 70 30 2 12 87 15 13 1 57 9 54 5 8 0 24 19 21 4 14 19 1 1 8 33 3 1 0 4 0 0 0 3 1 0 0 0
"463" "friend" 43 106.46511627907 916 4.17139737991266 10 44 1 44 13 70 1 91 45 0 8 103 10 47 1 81 14 78 6 36 1 44 89 30 16 13 6 1 4 4 46 0 1 1 0 0 1 1 0 1 0 0 0
"464" "laughter" 23 136.434782608696 603 4.37645107794362 28 24 1 25 6 55 1 67 57 3 13 67 13 34 1 39 13 21 2 20 0 34 21 13 7 15 10 1 3 1 62 1 2 0 3 2 0 0 0 0 0 0 0
"465" "laugh" 20 60.6 276 3.70289855072464 11 22 0 11 3 14 2 21 14 4 7 25 6 11 2 28 6 27 2 2 0 16 1 4 0 14 7 2 3 3 18 2 0 1 0 1 1 1 2 0 0 0 0
"466" "relationship" 13 111.692307692308 262 4.71374045801527 3 13 0 7 3 35 0 34 19 0 7 37 3 5 0 17 1 8 1 6 0 15 2 12 2 11 8 0 2 3 27 0 8 0 0 0 0 0 0 0 0 0 0
"467" "drive" 33 94.1818181818182 661 3.90468986384266 22 33 3 25 5 59 0 68 26 2 7 83 6 20 0 51 27 50 7 21 1 27 51 17 16 9 14 4 1 1 29 1 1 1 1 0 0 0 1 0 0 0 0
"468" "peopl" 45 73.2444444444444 746 3.64745308310992 26 46 1 20 7 74 2 74 32 2 13 79 9 40 1 75 10 42 8 25 0 36 69 16 12 0 5 2 1 3 38 0 4 6 0 1 2 2 0 1 0 0 0
"469" "tree" 21 201.047619047619 896 3.81138392857143 1 27 0 40 7 78 5 118 37 1 11 98 5 28 1 95 4 63 4 20 1 45 105 27 5 13 11 6 7 2 39 11 1 1 4 0 0 0 9 5 0 0 0
"470" "friend" 18 72.2222222222222 293 3.64163822525597 6 18 0 15 4 17 1 35 8 0 2 31 0 5 0 39 8 19 5 8 0 12 37 12 4 1 2 1 1 2 8 0 0 0 0 0 0 0 0 0 0 0 0
"471" "laugh" 47 93.2340425531915 920 3.95 20 47 0 23 6 89 0 113 51 4 4 106 13 30 2 84 21 52 9 34 1 35 76 22 15 17 11 3 6 11 57 3 2 2 2 1 0 0 5 0 0 0 0
"472" "mother" 59 80.6610169491525 969 4.16202270381837 36 60 9 23 6 84 0 101 71 0 9 155 14 33 11 58 44 53 3 33 1 28 80 12 13 5 9 0 2 7 71 6 0 0 1 0 0 0 2 0 0 0 0
"473" "buy" 4 93.75 80 3.8375 0 4 0 3 0 7 0 9 3 0 1 15 0 1 0 12 1 2 0 2 0 3 8 5 0 2 0 0 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0
"474" "plane" 53 78.5849056603774 906 3.78476821192053 10 53 1 26 15 63 0 114 30 4 5 95 16 33 0 114 38 50 5 35 0 31 102 14 13 11 8 1 2 12 36 0 2 1 1 1 0 0 0 0 0 0 0
"475" "laugh" 48 90 964 3.69917012448133 58 48 0 43 6 66 0 82 60 5 4 108 7 42 0 111 23 75 7 25 0 29 88 11 10 20 10 2 2 13 68 0 3 0 6 0 0 0 0 0 0 0 0
"476" "time" 69 45.4782608695652 720 3.72361111111111 16 77 0 16 14 55 1 62 33 1 10 60 9 12 3 94 6 57 4 20 3 39 52 23 2 23 6 1 2 3 34 12 0 1 0 1 0 0 2 0 0 0 0
"477" "laugh" 14 201 569 4.01933216168717 2 15 0 19 4 51 0 52 35 0 17 97 0 17 0 56 18 50 1 13 0 42 18 10 2 17 17 2 4 7 35 0 0 1 0 0 0 0 0 2 0 0 0
"478" "pig" 24 90.375 459 3.93246187363834 18 24 0 25 3 32 0 41 30 0 8 51 11 16 1 43 14 27 1 14 0 28 38 12 10 3 3 2 1 3 30 0 0 0 0 0 0 0 0 0 0 0 0
"479" "laugh" 36 76.7777777777778 584 3.96746575342466 18 37 0 15 5 44 4 61 27 3 11 74 5 23 1 57 14 40 1 21 0 33 26 21 7 16 11 1 1 4 31 2 1 0 0 0 0 0 0 0 0 0 0
"480" "famili" 17 105 369 4.03252032520325 13 18 1 17 1 35 0 38 24 2 5 50 6 24 0 19 6 19 3 11 0 18 0 9 8 20 13 3 2 0 26 3 0 0 0 0 0 0 1 0 0 0 0
"481" "laugh" 33 124.969696969697 912 3.66995614035088 15 33 0 45 10 72 0 111 36 0 11 83 21 30 0 109 22 56 6 23 0 43 116 28 8 8 0 8 2 4 37 3 1 1 1 0 0 0 3 2 1 0 0
"482" "laughter" 27 127.185185185185 616 4.78571428571429 42 28 5 17 7 44 1 77 60 0 4 98 9 54 1 14 3 31 3 20 0 20 1 11 5 14 35 4 0 3 61 1 1 0 1 0 0 0 2 0 0 0 0
"483" "laugh" 13 86.3076923076923 245 3.7469387755102 1 13 0 15 1 23 0 27 15 1 3 26 2 4 0 28 7 17 0 4 0 16 5 3 2 20 3 0 0 8 16 0 0 0 0 1 0 0 0 0 0 0 0
"484" "sled" 58 66.4310344827586 832 3.86658653846154 15 59 0 20 3 83 1 102 48 2 3 130 8 36 2 76 40 32 7 18 1 16 87 11 18 1 1 1 0 7 52 2 2 0 0 0 0 0 0 0 0 0 0
